40.76441,-73.97376
40.76458,-73.97364
40.76569,-73.97623
40.76603,-73.97706
40.76702,-73.97942
40.76734,-73.98015
40.76774,-73.98112
40.76782,-73.98122
40.76801,-73.98146
40.76806,-73.98146
40.76821,-73.9815
40.76832,-73.98161
40.76854,-73.98194
40.76859,-73.98197
40.76915,-73.982
40.76085,-74.00277
40.76083,-74.00264
40.76081,-74.00254
40.76079,-74.00255
40.76065,-74.00261
40.76025,-74.0029
40.75959,-74.00338
40.75443,-74.00713
40.75416,-74.00729
40.75392,-74.0074
40.75076,-74.00859
40.75043,-74.00865
40.75015,-74.00865
40.74992,-74.00864
40.74975,-74.00861
40.74956,-74.00853
40.74944,-74.00854
40.74927,-74.0086
40.74921,-74.00862
40.74913,-74.00862
40.74905,-74.00859
40.74898,-74.00854
40.74881,-74.00842
40.74863,-74.00833
40.74856,-74.00828
40.74853,-74.00823
40.74848,-74.00807
40.74843,-74.00798
40.74836,-74.00795
40.74826,-74.00795
40.74695,-74.00819
40.74528,-74.00847
40.7448,-74.00856
40.74468,-74.00861
40.74452,-74.00865
40.74386,-74.00877
40.74377,-74.00882
40.7434,-74.0089
40.74289,-74.00899
40.74271,-74.009
40.7411,-74.00933
40.74093,-74.00938
40.74065,-74.00946
40.74044,-74.00958
40.7402,-74.0098
40.74,-74.00994
40.7399,-74.00997
40.73978,-74.01
40.73948,-74.01015
40.73922,-74.01024
40.73887,-74.0103
40.73851,-74.01028
40.73756,-74.01019
40.73732,-74.0102
40.73568,-74.01035
40.73524,-74.01042
40.73482,-74.01046
40.73455,-74.01044
40.73421,-74.01046
40.73383,-74.01049
40.73367,-74.01051
40.7329,-74.01059
40.73258,-74.01066
40.73198,-74.01071
40.73119,-74.01074
40.73061,-74.0108
40.72965,-74.0109
40.72941,-74.01096
40.72884,-74.011
40.72868,-74.01099
40.72766,-74.0111
40.72591,-74.01133
40.72576,-74.01133
40.72539,-74.01139
40.72376,-74.0117
40.72086,-74.0123
40.72062,-74.01238
40.71968,-74.01263
40.71937,-74.01267
40.71895,-74.01277
40.71864,-74.01285
40.71855,-74.0129
40.71822,-74.01298
40.7175,-74.01316
40.71745,-74.01317
40.7175,-74.01328
40.71756,-74.01332
40.71757,-74.01333
40.71751,-74.01335
40.7175,-74.01334
40.71757,-74.01331
40.71754,-74.01323
40.75242,-73.97837
40.75311,-73.97788
40.75348,-73.97879
40.75552,-73.98362
40.75658,-73.98616
40.75582,-73.98644
40.75434,-73.98691
40.75291,-73.98735
40.75183,-73.98762
40.7512,-73.98774
40.75036,-73.98789
40.74986,-73.98796
40.74966,-73.98803
40.74946,-73.98813
40.74924,-73.9883
40.74919,-73.98819
40.7491,-73.98801
40.74899,-73.98802
40.7491,-73.98826
40.75024,-73.9909
40.70834,-74.01714
40.70842,-74.01732
40.70905,-74.01687
40.7094,-74.01663
40.70977,-74.01644
40.71076,-74.01605
40.71154,-74.01574
40.71163,-74.01603
40.71187,-74.01643
40.71203,-74.01659
40.71208,-74.01661
40.71211,-74.01656
40.71302,-74.01635
40.71342,-74.01626
40.71344,-74.01627
40.71355,-74.0171
40.71463,-74.01631
40.71572,-74.01547
40.71579,-74.01535
40.71583,-74.01542
40.71623,-74.01624
40.71627,-74.01644
40.71611,-74.01644
40.7159,-74.01648
40.71568,-74.01657
40.71548,-74.01668
40.71544,-74.01666
40.71538,-74.01655
40.74177,-73.99413
40.74281,-73.99658
40.74523,-74.0023
40.74554,-74.00207
40.75316,-73.97801
40.75416,-73.9804
40.75552,-73.98362
40.75658,-73.98616
40.75582,-73.98644
40.75505,-73.98668
40.75537,-73.98745
40.75645,-73.98999
40.76915,-73.982
40.76859,-73.98197
40.76854,-73.98194
40.76837,-73.98171
40.76839,-73.98191
40.76835,-73.98213
40.76827,-73.98228
40.76823,-73.98232
40.76814,-73.98236
40.76804,-73.98237
40.76788,-73.98231
40.76781,-73.98222
